2	13	0	0	4	5	3	0
1	3	3	11	5	7	3	0
22	3	14	3	2	4	3	2
0	0	0	0	0	0	0	1
0	5	0	0	0	3	0	0
1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0
0	1	0	0	0	1	0	0
0	1	0	0	0	0	0	0
0	0	1	0	0	0	1	0
0	0	0	0	1	0	0	0
0	0	1	1	0	2	0	0
1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0
